trade_date,rewards
2011-11-10,"tf.Tensor(0.06465888, shape=(), dtype=float32)"
2011-11-11,"tf.Tensor(0.06509924, shape=(), dtype=float32)"
2011-11-14,"tf.Tensor(0.06639075, shape=(), dtype=float32)"
2011-11-15,"tf.Tensor(0.06639421, shape=(), dtype=float32)"
2011-11-16,"tf.Tensor(0.06433737, shape=(), dtype=float32)"
2011-11-17,"tf.Tensor(0.063745975, shape=(), dtype=float32)"
2011-11-18,"tf.Tensor(0.0621742, shape=(), dtype=float32)"
2011-11-21,"tf.Tensor(0.061569452, shape=(), dtype=float32)"
2011-11-22,"tf.Tensor(0.06143725, shape=(), dtype=float32)"
2011-11-23,"tf.Tensor(0.060287595, shape=(), dtype=float32)"
2011-11-24,"tf.Tensor(0.060353875, shape=(), dtype=float32)"
2011-11-25,"tf.Tensor(0.059671998, shape=(), dtype=float32)"
2011-11-28,"tf.Tensor(0.06058073, shape=(), dtype=float32)"
2011-11-29,"tf.Tensor(0.061570883, shape=(), dtype=float32)"
2011-11-30,"tf.Tensor(0.060154557, shape=(), dtype=float32)"
2011-12-01,"tf.Tensor(0.06240022, shape=(), dtype=float32)"
2011-12-02,"tf.Tensor(0.061696887, shape=(), dtype=float32)"
2011-12-05,"tf.Tensor(0.06094861, shape=(), dtype=float32)"
2011-12-06,"tf.Tensor(0.060610175, shape=(), dtype=float32)"
2011-12-07,"tf.Tensor(0.061094165, shape=(), dtype=float32)"
2011-12-08,"tf.Tensor(0.06051278, shape=(), dtype=float32)"
2011-12-09,"tf.Tensor(0.059862852, shape=(), dtype=float32)"
2011-12-12,"tf.Tensor(0.058937788, shape=(), dtype=float32)"
2011-12-13,"tf.Tensor(0.057237387, shape=(), dtype=float32)"
2011-12-14,"tf.Tensor(0.05621314, shape=(), dtype=float32)"
2011-12-15,"tf.Tensor(0.0545938, shape=(), dtype=float32)"
2011-12-16,"tf.Tensor(0.056163073, shape=(), dtype=float32)"
2011-12-19,"tf.Tensor(0.055654168, shape=(), dtype=float32)"
2011-12-20,"tf.Tensor(0.05605507, shape=(), dtype=float32)"
2011-12-21,"tf.Tensor(0.05546677, shape=(), dtype=float32)"
2011-12-22,"tf.Tensor(0.055286884, shape=(), dtype=float32)"
2011-12-23,"tf.Tensor(0.05612147, shape=(), dtype=float32)"
2011-12-26,"tf.Tensor(0.05570042, shape=(), dtype=float32)"
2011-12-27,"tf.Tensor(0.054774404, shape=(), dtype=float32)"
2011-12-28,"tf.Tensor(0.05436945, shape=(), dtype=float32)"
2011-12-29,"tf.Tensor(0.05448675, shape=(), dtype=float32)"
2011-12-30,"tf.Tensor(0.055256724, shape=(), dtype=float32)"
2011-12-31,"tf.Tensor(0.055235624, shape=(), dtype=float32)"
2012-01-03,"tf.Tensor(0.055933833, shape=(), dtype=float32)"
2012-01-04,"tf.Tensor(0.054724336, shape=(), dtype=float32)"
2012-01-05,"tf.Tensor(0.053796172, shape=(), dtype=float32)"
2012-01-06,"tf.Tensor(0.053842664, shape=(), dtype=float32)"
2012-01-09,"tf.Tensor(0.056019664, shape=(), dtype=float32)"
2012-01-10,"tf.Tensor(0.058133125, shape=(), dtype=float32)"
2012-01-11,"tf.Tensor(0.05808413, shape=(), dtype=float32)"
2012-01-12,"tf.Tensor(0.058032632, shape=(), dtype=float32)"
2012-01-13,"tf.Tensor(0.056848526, shape=(), dtype=float32)"
2012-01-16,"tf.Tensor(0.05534649, shape=(), dtype=float32)"
2012-01-17,"tf.Tensor(0.0586282, shape=(), dtype=float32)"
2012-01-18,"tf.Tensor(0.05793774, shape=(), dtype=float32)"
2012-01-19,"tf.Tensor(0.059023857, shape=(), dtype=float32)"
2012-01-20,"tf.Tensor(0.059871674, shape=(), dtype=float32)"
2012-01-21,"tf.Tensor(0.05985093, shape=(), dtype=float32)"
2012-01-23,"tf.Tensor(0.05983925, shape=(), dtype=float32)"
2012-01-24,"tf.Tensor(0.05979979, shape=(), dtype=float32)"
2012-01-25,"tf.Tensor(0.059938908, shape=(), dtype=float32)"
2012-01-26,"tf.Tensor(0.06011188, shape=(), dtype=float32)"
2012-01-27,"tf.Tensor(0.060114622, shape=(), dtype=float32)"
2012-01-29,"tf.Tensor(0.060110807, shape=(), dtype=float32)"
2012-01-30,"tf.Tensor(0.059008956, shape=(), dtype=float32)"
2012-01-31,"tf.Tensor(0.05928445, shape=(), dtype=float32)"
2012-02-01,"tf.Tensor(0.05873573, shape=(), dtype=float32)"
2012-02-02,"tf.Tensor(0.060227275, shape=(), dtype=float32)"
2012-02-03,"tf.Tensor(0.061082244, shape=(), dtype=float32)"
2012-02-06,"tf.Tensor(0.061142802, shape=(), dtype=float32)"
2012-02-07,"tf.Tensor(0.060189605, shape=(), dtype=float32)"
2012-02-08,"tf.Tensor(0.061915398, shape=(), dtype=float32)"
2012-02-09,"tf.Tensor(0.06204641, shape=(), dtype=float32)"
2012-02-10,"tf.Tensor(0.061856985, shape=(), dtype=float32)"
2012-02-13,"tf.Tensor(0.062223077, shape=(), dtype=float32)"
2012-02-14,"tf.Tensor(0.062110424, shape=(), dtype=float32)"
2012-02-15,"tf.Tensor(0.06302214, shape=(), dtype=float32)"
2012-02-16,"tf.Tensor(0.06293726, shape=(), dtype=float32)"
2012-02-17,"tf.Tensor(0.0630784, shape=(), dtype=float32)"
2012-02-20,"tf.Tensor(0.06315291, shape=(), dtype=float32)"
2012-02-21,"tf.Tensor(0.063714504, shape=(), dtype=float32)"
2012-02-22,"tf.Tensor(0.06447196, shape=(), dtype=float32)"
2012-02-23,"tf.Tensor(0.064553976, shape=(), dtype=float32)"
2012-02-24,"tf.Tensor(0.065393925, shape=(), dtype=float32)"
2012-02-27,"tf.Tensor(0.065366864, shape=(), dtype=float32)"
2012-02-28,"tf.Tensor(0.06569612, shape=(), dtype=float32)"
2012-02-29,"tf.Tensor(0.06506944, shape=(), dtype=float32)"
2012-03-01,"tf.Tensor(0.06498563, shape=(), dtype=float32)"
2012-03-02,"tf.Tensor(0.06602943, shape=(), dtype=float32)"
2012-03-05,"tf.Tensor(0.06546116, shape=(), dtype=float32)"
2012-03-06,"tf.Tensor(0.06402099, shape=(), dtype=float32)"
2012-03-07,"tf.Tensor(0.06359148, shape=(), dtype=float32)"
2012-03-08,"tf.Tensor(0.06472492, shape=(), dtype=float32)"
2012-03-09,"tf.Tensor(0.06555927, shape=(), dtype=float32)"
2012-03-12,"tf.Tensor(0.06560552, shape=(), dtype=float32)"
2012-03-13,"tf.Tensor(0.06663132, shape=(), dtype=float32)"
2012-03-14,"tf.Tensor(0.06469071, shape=(), dtype=float32)"
2012-03-15,"tf.Tensor(0.06429696, shape=(), dtype=float32)"
2012-03-16,"tf.Tensor(0.06527734, shape=(), dtype=float32)"
2012-03-19,"tf.Tensor(0.06545043, shape=(), dtype=float32)"
2012-03-20,"tf.Tensor(0.0641737, shape=(), dtype=float32)"
2012-03-21,"tf.Tensor(0.064183116, shape=(), dtype=float32)"
2012-03-22,"tf.Tensor(0.063934445, shape=(), dtype=float32)"
2012-03-23,"tf.Tensor(0.06298208, shape=(), dtype=float32)"
2012-03-26,"tf.Tensor(0.0632292, shape=(), dtype=float32)"
2012-03-27,"tf.Tensor(0.06333661, shape=(), dtype=float32)"
2012-03-28,"tf.Tensor(0.061202526, shape=(), dtype=float32)"
2012-03-29,"tf.Tensor(0.060040355, shape=(), dtype=float32)"
2012-03-30,"tf.Tensor(0.060171127, shape=(), dtype=float32)"
2012-03-31,"tf.Tensor(0.06015539, shape=(), dtype=float32)"
2012-04-01,"tf.Tensor(0.060124993, shape=(), dtype=float32)"
2012-04-02,"tf.Tensor(0.06021309, shape=(), dtype=float32)"
2012-04-03,"tf.Tensor(0.060363293, shape=(), dtype=float32)"
2012-04-04,"tf.Tensor(0.06014824, shape=(), dtype=float32)"
2012-04-05,"tf.Tensor(0.061342, shape=(), dtype=float32)"
2012-04-06,"tf.Tensor(0.061516523, shape=(), dtype=float32)"
2012-04-09,"tf.Tensor(0.060698867, shape=(), dtype=float32)"
2012-04-10,"tf.Tensor(0.06070614, shape=(), dtype=float32)"
2012-04-11,"tf.Tensor(0.0607152, shape=(), dtype=float32)"
2012-04-12,"tf.Tensor(0.062222242, shape=(), dtype=float32)"
2012-04-13,"tf.Tensor(0.062626004, shape=(), dtype=float32)"
2012-04-16,"tf.Tensor(0.062497735, shape=(), dtype=float32)"
2012-04-17,"tf.Tensor(0.062035322, shape=(), dtype=float32)"
2012-04-18,"tf.Tensor(0.06335294, shape=(), dtype=float32)"
2012-04-19,"tf.Tensor(0.06330955, shape=(), dtype=float32)"
2012-04-20,"tf.Tensor(0.06394422, shape=(), dtype=float32)"
2012-04-23,"tf.Tensor(0.06289971, shape=(), dtype=float32)"
2012-04-24,"tf.Tensor(0.062868, shape=(), dtype=float32)"
2012-04-25,"tf.Tensor(0.06363928, shape=(), dtype=float32)"
2012-04-26,"tf.Tensor(0.06382334, shape=(), dtype=float32)"
2012-04-27,"tf.Tensor(0.0635016, shape=(), dtype=float32)"
2012-04-28,"tf.Tensor(0.06348121, shape=(), dtype=float32)"
2012-04-30,"tf.Tensor(0.06371105, shape=(), dtype=float32)"
2012-05-01,"tf.Tensor(0.063795686, shape=(), dtype=float32)"
2012-05-02,"tf.Tensor(0.06495035, shape=(), dtype=float32)"
2012-05-03,"tf.Tensor(0.064876795, shape=(), dtype=float32)"
2012-05-04,"tf.Tensor(0.06479108, shape=(), dtype=float32)"
2012-05-07,"tf.Tensor(0.0644294, shape=(), dtype=float32)"
2012-05-08,"tf.Tensor(0.06418395, shape=(), dtype=float32)"
2012-05-09,"tf.Tensor(0.062888265, shape=(), dtype=float32)"
2012-05-10,"tf.Tensor(0.06291032, shape=(), dtype=float32)"
2012-05-11,"tf.Tensor(0.06226325, shape=(), dtype=float32)"
2012-05-14,"tf.Tensor(0.061580896, shape=(), dtype=float32)"
2012-05-15,"tf.Tensor(0.061609983, shape=(), dtype=float32)"
2012-05-16,"tf.Tensor(0.060137987, shape=(), dtype=float32)"
2012-05-17,"tf.Tensor(0.060579896, shape=(), dtype=float32)"
2012-05-18,"tf.Tensor(0.059309244, shape=(), dtype=float32)"
2012-05-21,"tf.Tensor(0.059667826, shape=(), dtype=float32)"
2012-05-22,"tf.Tensor(0.060572386, shape=(), dtype=float32)"
2012-05-23,"tf.Tensor(0.060160518, shape=(), dtype=float32)"
2012-05-24,"tf.Tensor(0.05965662, shape=(), dtype=float32)"
2012-05-25,"tf.Tensor(0.05916488, shape=(), dtype=float32)"
2012-05-28,"tf.Tensor(0.060029507, shape=(), dtype=float32)"
2012-05-29,"tf.Tensor(0.061254025, shape=(), dtype=float32)"
2012-05-30,"tf.Tensor(0.060507298, shape=(), dtype=float32)"
2012-05-31,"tf.Tensor(0.06021893, shape=(), dtype=float32)"
2012-06-01,"tf.Tensor(0.059624672, shape=(), dtype=float32)"
2012-06-04,"tf.Tensor(0.057495117, shape=(), dtype=float32)"
2012-06-05,"tf.Tensor(0.057646155, shape=(), dtype=float32)"
2012-06-06,"tf.Tensor(0.05821681, shape=(), dtype=float32)"
2012-06-07,"tf.Tensor(0.05798912, shape=(), dtype=float32)"
2012-06-08,"tf.Tensor(0.0576607, shape=(), dtype=float32)"
2012-06-11,"tf.Tensor(0.05866003, shape=(), dtype=float32)"
2012-06-12,"tf.Tensor(0.05836928, shape=(), dtype=float32)"
2012-06-13,"tf.Tensor(0.059258103, shape=(), dtype=float32)"
2012-06-14,"tf.Tensor(0.05874586, shape=(), dtype=float32)"
2012-06-15,"tf.Tensor(0.059489846, shape=(), dtype=float32)"
2012-06-18,"tf.Tensor(0.060038924, shape=(), dtype=float32)"
2012-06-19,"tf.Tensor(0.059751987, shape=(), dtype=float32)"
2012-06-20,"tf.Tensor(0.05956316, shape=(), dtype=float32)"
2012-06-21,"tf.Tensor(0.05803275, shape=(), dtype=float32)"
2012-06-22,"tf.Tensor(0.057870388, shape=(), dtype=float32)"
2012-06-25,"tf.Tensor(0.056162477, shape=(), dtype=float32)"
2012-06-26,"tf.Tensor(0.056271076, shape=(), dtype=float32)"
2012-06-27,"tf.Tensor(0.056463122, shape=(), dtype=float32)"
2012-06-28,"tf.Tensor(0.05561459, shape=(), dtype=float32)"
2012-06-29,"tf.Tensor(0.057293296, shape=(), dtype=float32)"
2012-07-02,"tf.Tensor(0.057566762, shape=(), dtype=float32)"
2012-07-03,"tf.Tensor(0.05805385, shape=(), dtype=float32)"
2012-07-04,"tf.Tensor(0.05785823, shape=(), dtype=float32)"
2012-07-05,"tf.Tensor(0.05689633, shape=(), dtype=float32)"
2012-07-06,"tf.Tensor(0.05762577, shape=(), dtype=float32)"
2012-07-09,"tf.Tensor(0.05579555, shape=(), dtype=float32)"
2012-07-10,"tf.Tensor(0.05525148, shape=(), dtype=float32)"
2012-07-11,"tf.Tensor(0.055734158, shape=(), dtype=float32)"
2012-07-12,"tf.Tensor(0.055761218, shape=(), dtype=float32)"
2012-07-13,"tf.Tensor(0.05604875, shape=(), dtype=float32)"
2012-07-16,"tf.Tensor(0.054530144, shape=(), dtype=float32)"
2012-07-17,"tf.Tensor(0.055353522, shape=(), dtype=float32)"
2012-07-18,"tf.Tensor(0.055418253, shape=(), dtype=float32)"
2012-07-19,"tf.Tensor(0.05622685, shape=(), dtype=float32)"
2012-07-20,"tf.Tensor(0.05559981, shape=(), dtype=float32)"
2012-07-23,"tf.Tensor(0.054093122, shape=(), dtype=float32)"
2012-07-24,"tf.Tensor(0.053997993, shape=(), dtype=float32)"
2012-07-25,"tf.Tensor(0.05353129, shape=(), dtype=float32)"
2012-07-26,"tf.Tensor(0.05346799, shape=(), dtype=float32)"
2012-07-27,"tf.Tensor(0.054139853, shape=(), dtype=float32)"
2012-07-30,"tf.Tensor(0.053734183, shape=(), dtype=float32)"
2012-07-31,"tf.Tensor(0.05337572, shape=(), dtype=float32)"
2012-08-01,"tf.Tensor(0.054070115, shape=(), dtype=float32)"
2012-08-02,"tf.Tensor(0.05332172, shape=(), dtype=float32)"
2012-08-03,"tf.Tensor(0.054400563, shape=(), dtype=float32)"
2012-08-06,"tf.Tensor(0.055681825, shape=(), dtype=float32)"
2012-08-07,"tf.Tensor(0.056046247, shape=(), dtype=float32)"
2012-08-08,"tf.Tensor(0.055976987, shape=(), dtype=float32)"
2012-08-09,"tf.Tensor(0.05676639, shape=(), dtype=float32)"
2012-08-10,"tf.Tensor(0.05646181, shape=(), dtype=float32)"
2012-08-13,"tf.Tensor(0.055196762, shape=(), dtype=float32)"
2012-08-14,"tf.Tensor(0.055653572, shape=(), dtype=float32)"
2012-08-15,"tf.Tensor(0.054731607, shape=(), dtype=float32)"
2012-08-16,"tf.Tensor(0.054437995, shape=(), dtype=float32)"
2012-08-17,"tf.Tensor(0.05457115, shape=(), dtype=float32)"
2012-08-20,"tf.Tensor(0.054358482, shape=(), dtype=float32)"
2012-08-21,"tf.Tensor(0.05474329, shape=(), dtype=float32)"
2012-08-22,"tf.Tensor(0.0540452, shape=(), dtype=float32)"
2012-08-23,"tf.Tensor(0.05434978, shape=(), dtype=float32)"
2012-08-24,"tf.Tensor(0.05341351, shape=(), dtype=float32)"
2012-08-27,"tf.Tensor(0.052014828, shape=(), dtype=float32)"
2012-08-28,"tf.Tensor(0.05233264, shape=(), dtype=float32)"
2012-08-29,"tf.Tensor(0.051748395, shape=(), dtype=float32)"
2012-08-30,"tf.Tensor(0.050959587, shape=(), dtype=float32)"
2012-08-31,"tf.Tensor(0.050909996, shape=(), dtype=float32)"
2012-09-03,"tf.Tensor(0.051681876, shape=(), dtype=float32)"
2012-09-04,"tf.Tensor(0.05091095, shape=(), dtype=float32)"
2012-09-05,"tf.Tensor(0.05056715, shape=(), dtype=float32)"
2012-09-06,"tf.Tensor(0.051547408, shape=(), dtype=float32)"
2012-09-07,"tf.Tensor(0.05454564, shape=(), dtype=float32)"
2012-09-10,"tf.Tensor(0.05470407, shape=(), dtype=float32)"
2012-09-11,"tf.Tensor(0.054414153, shape=(), dtype=float32)"
2012-09-12,"tf.Tensor(0.05490148, shape=(), dtype=float32)"
2012-09-13,"tf.Tensor(0.054549336, shape=(), dtype=float32)"
2012-09-14,"tf.Tensor(0.055464983, shape=(), dtype=float32)"
2012-09-17,"tf.Tensor(0.05384171, shape=(), dtype=float32)"
2012-09-18,"tf.Tensor(0.05326855, shape=(), dtype=float32)"
2012-09-19,"tf.Tensor(0.053877592, shape=(), dtype=float32)"
2012-09-20,"tf.Tensor(0.05213356, shape=(), dtype=float32)"
2012-09-21,"tf.Tensor(0.05218053, shape=(), dtype=float32)"
2012-09-24,"tf.Tensor(0.05244124, shape=(), dtype=float32)"
2012-09-25,"tf.Tensor(0.051989794, shape=(), dtype=float32)"
2012-09-26,"tf.Tensor(0.050730944, shape=(), dtype=float32)"
2012-09-27,"tf.Tensor(0.05272627, shape=(), dtype=float32)"
2012-09-28,"tf.Tensor(0.05372441, shape=(), dtype=float32)"
2012-09-29,"tf.Tensor(0.053693175, shape=(), dtype=float32)"
2012-10-01,"tf.Tensor(0.05372119, shape=(), dtype=float32)"
2012-10-02,"tf.Tensor(0.053712606, shape=(), dtype=float32)"
2012-10-03,"tf.Tensor(0.05380714, shape=(), dtype=float32)"
2012-10-04,"tf.Tensor(0.053945422, shape=(), dtype=float32)"
2012-10-05,"tf.Tensor(0.05401337, shape=(), dtype=float32)"
2012-10-08,"tf.Tensor(0.05330658, shape=(), dtype=float32)"
2012-10-09,"tf.Tensor(0.054553628, shape=(), dtype=float32)"
2012-10-10,"tf.Tensor(0.05464518, shape=(), dtype=float32)"
2012-10-11,"tf.Tensor(0.054048657, shape=(), dtype=float32)"
2012-10-12,"tf.Tensor(0.05409777, shape=(), dtype=float32)"
2012-10-15,"tf.Tensor(0.054005504, shape=(), dtype=float32)"
2012-10-16,"tf.Tensor(0.054325342, shape=(), dtype=float32)"
2012-10-17,"tf.Tensor(0.054713726, shape=(), dtype=float32)"
2012-10-18,"tf.Tensor(0.0556314, shape=(), dtype=float32)"
2012-10-19,"tf.Tensor(0.055165052, shape=(), dtype=float32)"
2012-10-22,"tf.Tensor(0.05549407, shape=(), dtype=float32)"
2012-10-23,"tf.Tensor(0.054483294, shape=(), dtype=float32)"
2012-10-24,"tf.Tensor(0.054415226, shape=(), dtype=float32)"
2012-10-25,"tf.Tensor(0.053998947, shape=(), dtype=float32)"
2012-10-26,"tf.Tensor(0.05255854, shape=(), dtype=float32)"
2012-10-29,"tf.Tensor(0.05228746, shape=(), dtype=float32)"
2012-10-30,"tf.Tensor(0.052271128, shape=(), dtype=float32)"
2012-10-31,"tf.Tensor(0.052696705, shape=(), dtype=float32)"
2012-11-01,"tf.Tensor(0.05417955, shape=(), dtype=float32)"
2012-11-02,"tf.Tensor(0.054574013, shape=(), dtype=float32)"
2012-11-05,"tf.Tensor(0.054337025, shape=(), dtype=float32)"
2012-11-06,"tf.Tensor(0.05411315, shape=(), dtype=float32)"
2012-11-07,"tf.Tensor(0.05367565, shape=(), dtype=float32)"
2012-11-08,"tf.Tensor(0.051656485, shape=(), dtype=float32)"
2012-11-09,"tf.Tensor(0.05133581, shape=(), dtype=float32)"
2012-11-12,"tf.Tensor(0.05168879, shape=(), dtype=float32)"
2012-11-13,"tf.Tensor(0.050245643, shape=(), dtype=float32)"
2012-11-14,"tf.Tensor(0.05041635, shape=(), dtype=float32)"
2012-11-15,"tf.Tensor(0.049131393, shape=(), dtype=float32)"
2012-11-16,"tf.Tensor(0.04882276, shape=(), dtype=float32)"
2012-11-19,"tf.Tensor(0.049372435, shape=(), dtype=float32)"
2012-11-20,"tf.Tensor(0.049057364, shape=(), dtype=float32)"
2012-11-21,"tf.Tensor(0.05008328, shape=(), dtype=float32)"
2012-11-22,"tf.Tensor(0.04966259, shape=(), dtype=float32)"
2012-11-23,"tf.Tensor(0.050396085, shape=(), dtype=float32)"
2012-11-26,"tf.Tensor(0.049762845, shape=(), dtype=float32)"
2012-11-27,"tf.Tensor(0.048337102, shape=(), dtype=float32)"
2012-11-28,"tf.Tensor(0.047470808, shape=(), dtype=float32)"
2012-11-29,"tf.Tensor(0.047296286, shape=(), dtype=float32)"
2012-11-30,"tf.Tensor(0.04809892, shape=(), dtype=float32)"
2012-12-03,"tf.Tensor(0.04669273, shape=(), dtype=float32)"
2012-12-04,"tf.Tensor(0.047295928, shape=(), dtype=float32)"
2012-12-05,"tf.Tensor(0.049846888, shape=(), dtype=float32)"
2012-12-06,"tf.Tensor(0.04977572, shape=(), dtype=float32)"
2012-12-07,"tf.Tensor(0.05096972, shape=(), dtype=float32)"
2012-12-10,"tf.Tensor(0.0518409, shape=(), dtype=float32)"
2012-12-11,"tf.Tensor(0.05164802, shape=(), dtype=float32)"
2012-12-12,"tf.Tensor(0.051968217, shape=(), dtype=float32)"
2012-12-13,"tf.Tensor(0.051027775, shape=(), dtype=float32)"
2012-12-14,"tf.Tensor(0.053866625, shape=(), dtype=float32)"
2012-12-17,"tf.Tensor(0.054353476, shape=(), dtype=float32)"
2012-12-18,"tf.Tensor(0.054544926, shape=(), dtype=float32)"
2012-12-19,"tf.Tensor(0.054581165, shape=(), dtype=float32)"
2012-12-20,"tf.Tensor(0.054942846, shape=(), dtype=float32)"
2012-12-21,"tf.Tensor(0.054265976, shape=(), dtype=float32)"
2012-12-24,"tf.Tensor(0.054473758, shape=(), dtype=float32)"
2012-12-25,"tf.Tensor(0.05604613, shape=(), dtype=float32)"
2012-12-26,"tf.Tensor(0.056307793, shape=(), dtype=float32)"
2012-12-27,"tf.Tensor(0.055914998, shape=(), dtype=float32)"
2012-12-28,"tf.Tensor(0.056504607, shape=(), dtype=float32)"
2012-12-31,"tf.Tensor(0.05778706, shape=(), dtype=float32)"
2013-01-02,"tf.Tensor(0.05889249, shape=(), dtype=float32)"
2013-01-03,"tf.Tensor(0.058893204, shape=(), dtype=float32)"
2013-01-04,"tf.Tensor(0.05887091, shape=(), dtype=float32)"
2013-01-05,"tf.Tensor(0.058856845, shape=(), dtype=float32)"
2013-01-06,"tf.Tensor(0.05884087, shape=(), dtype=float32)"
2013-01-07,"tf.Tensor(0.05912316, shape=(), dtype=float32)"
2013-01-08,"tf.Tensor(0.058915496, shape=(), dtype=float32)"
2013-01-09,"tf.Tensor(0.059100986, shape=(), dtype=float32)"
2013-01-10,"tf.Tensor(0.059600234, shape=(), dtype=float32)"
2013-01-11,"tf.Tensor(0.058176517, shape=(), dtype=float32)"
2013-01-14,"tf.Tensor(0.060425162, shape=(), dtype=float32)"
2013-01-15,"tf.Tensor(0.061074853, shape=(), dtype=float32)"
2013-01-16,"tf.Tensor(0.06073165, shape=(), dtype=float32)"
2013-01-17,"tf.Tensor(0.060132384, shape=(), dtype=float32)"
2013-01-18,"tf.Tensor(0.061423182, shape=(), dtype=float32)"
2013-01-21,"tf.Tensor(0.061788917, shape=(), dtype=float32)"
2013-01-22,"tf.Tensor(0.06135869, shape=(), dtype=float32)"
2013-01-23,"tf.Tensor(0.06152284, shape=(), dtype=float32)"
2013-01-24,"tf.Tensor(0.06064844, shape=(), dtype=float32)"
2013-01-25,"tf.Tensor(0.060489893, shape=(), dtype=float32)"
2013-01-28,"tf.Tensor(0.062202096, shape=(), dtype=float32)"
2013-01-29,"tf.Tensor(0.06276667, shape=(), dtype=float32)"
2013-01-30,"tf.Tensor(0.063231945, shape=(), dtype=float32)"
2013-01-31,"tf.Tensor(0.06295991, shape=(), dtype=float32)"
2013-02-01,"tf.Tensor(0.0640589, shape=(), dtype=float32)"
2013-02-04,"tf.Tensor(0.06373787, shape=(), dtype=float32)"
2013-02-05,"tf.Tensor(0.063911915, shape=(), dtype=float32)"
2013-02-06,"tf.Tensor(0.06418407, shape=(), dtype=float32)"
2013-02-07,"tf.Tensor(0.06387508, shape=(), dtype=float32)"
2013-02-08,"tf.Tensor(0.064530134, shape=(), dtype=float32)"
2013-02-11,"tf.Tensor(0.06449413, shape=(), dtype=float32)"
2013-02-12,"tf.Tensor(0.06450713, shape=(), dtype=float32)"
2013-02-13,"tf.Tensor(0.06449866, shape=(), dtype=float32)"
2013-02-14,"tf.Tensor(0.06467366, shape=(), dtype=float32)"
2013-02-15,"tf.Tensor(0.06465733, shape=(), dtype=float32)"
2013-02-16,"tf.Tensor(0.0646528, shape=(), dtype=float32)"
2013-02-17,"tf.Tensor(0.06463969, shape=(), dtype=float32)"
2013-02-18,"tf.Tensor(0.06431401, shape=(), dtype=float32)"
2013-02-19,"tf.Tensor(0.0630939, shape=(), dtype=float32)"
2013-02-20,"tf.Tensor(0.06367242, shape=(), dtype=float32)"
2013-02-21,"tf.Tensor(0.061321855, shape=(), dtype=float32)"
2013-02-22,"tf.Tensor(0.061059475, shape=(), dtype=float32)"
2013-02-25,"tf.Tensor(0.061086893, shape=(), dtype=float32)"
2013-02-26,"tf.Tensor(0.059963703, shape=(), dtype=float32)"
2013-02-27,"tf.Tensor(0.06069088, shape=(), dtype=float32)"
2013-02-28,"tf.Tensor(0.06262624, shape=(), dtype=float32)"
2013-03-01,"tf.Tensor(0.062666774, shape=(), dtype=float32)"
2013-03-04,"tf.Tensor(0.059871078, shape=(), dtype=float32)"
2013-03-05,"tf.Tensor(0.061683655, shape=(), dtype=float32)"
2013-03-06,"tf.Tensor(0.0626328, shape=(), dtype=float32)"
2013-03-07,"tf.Tensor(0.061919928, shape=(), dtype=float32)"
2013-03-08,"tf.Tensor(0.0618999, shape=(), dtype=float32)"
2013-03-11,"tf.Tensor(0.061750293, shape=(), dtype=float32)"
2013-03-12,"tf.Tensor(0.060410976, shape=(), dtype=float32)"
2013-03-13,"tf.Tensor(0.059441328, shape=(), dtype=float32)"
2013-03-14,"tf.Tensor(0.059805155, shape=(), dtype=float32)"
2013-03-15,"tf.Tensor(0.059826612, shape=(), dtype=float32)"
2013-03-18,"tf.Tensor(0.058285832, shape=(), dtype=float32)"
2013-03-19,"tf.Tensor(0.058597207, shape=(), dtype=float32)"
2013-03-20,"tf.Tensor(0.060787916, shape=(), dtype=float32)"
2013-03-21,"tf.Tensor(0.060877442, shape=(), dtype=float32)"
2013-03-22,"tf.Tensor(0.061056852, shape=(), dtype=float32)"
2013-03-25,"tf.Tensor(0.060973287, shape=(), dtype=float32)"
2013-03-26,"tf.Tensor(0.06044054, shape=(), dtype=float32)"
2013-03-27,"tf.Tensor(0.060707927, shape=(), dtype=float32)"
2013-03-28,"tf.Tensor(0.058652163, shape=(), dtype=float32)"
2013-03-29,"tf.Tensor(0.058573723, shape=(), dtype=float32)"
2013-04-01,"tf.Tensor(0.05858171, shape=(), dtype=float32)"
2013-04-02,"tf.Tensor(0.058368087, shape=(), dtype=float32)"
2013-04-03,"tf.Tensor(0.057848215, shape=(), dtype=float32)"
2013-04-04,"tf.Tensor(0.057906985, shape=(), dtype=float32)"
2013-04-05,"tf.Tensor(0.05718732, shape=(), dtype=float32)"
2013-04-07,"tf.Tensor(0.057176948, shape=(), dtype=float32)"
2013-04-08,"tf.Tensor(0.057134986, shape=(), dtype=float32)"
2013-04-09,"tf.Tensor(0.05785501, shape=(), dtype=float32)"
2013-04-10,"tf.Tensor(0.05819273, shape=(), dtype=float32)"
2013-04-11,"tf.Tensor(0.058083415, shape=(), dtype=float32)"
2013-04-12,"tf.Tensor(0.057536244, shape=(), dtype=float32)"
2013-04-15,"tf.Tensor(0.05591905, shape=(), dtype=float32)"
2013-04-16,"tf.Tensor(0.05670333, shape=(), dtype=float32)"
2013-04-17,"tf.Tensor(0.05641496, shape=(), dtype=float32)"
2013-04-18,"tf.Tensor(0.056320906, shape=(), dtype=float32)"
2013-04-19,"tf.Tensor(0.05852294, shape=(), dtype=float32)"
2013-04-22,"tf.Tensor(0.058662057, shape=(), dtype=float32)"
