trade_date,000001.SH_close,000300.SH_close,000905.SH_close,399006.SZ_close,HIS.HI_close,SPX.GI_close,CBA00301.CS_close,rewards
2016-11-30,3250.034,3538.0009999999997,6585.576999999999,6902.102,22789.77,2198.81,172.2358,10000.0
2016-12-01,3273.309,3565.0359999999996,6624.465,6931.149,22878.23,2191.08,171.6478,9895.854286485332
2016-12-02,3243.843,3528.955,6520.974,6858.433000000001,22564.82,2191.95,171.4832,9825.412168824656
2016-12-05,3204.7090000000003,3469.407,6486.017,6832.557,22505.55,2204.71,171.3491,9781.740234594698
2016-12-06,3199.647,3459.153,6490.889,6855.3640000000005,22675.15,2212.23,170.5386,9787.202960021643
2016-12-07,3222.241,3475.7470000000003,6558.024,6890.184,22800.92,2241.35,170.6599,9843.081131743023
2016-12-08,3215.365,3470.143,6527.433000000001,6877.193,22861.84,2246.19,170.7877,9837.364685732911
2016-12-09,3232.883,3493.7,6513.915,6831.713000000001,22760.98,2259.53,170.7559,9845.067156448153
2016-12-12,3152.97,3409.179,6249.078,6526.363,22433.02,2256.96,170.2002,9663.485781967309
2016-12-13,3155.0370000000003,3405.035,6278.179,6550.1669999999995,22446.7,2271.72,169.7188,9676.522465900796
2016-12-14,3140.53,3378.945,6239.4980000000005,6493.111999999999,22456.62,2253.28,169.3448,9631.360585399048
2016-12-15,3117.677,3340.434,6280.398,6503.86,22059.4,2262.03,167.7338,9590.057042803739
2016-12-16,3122.9809999999998,3346.031,6318.523,6543.183000000001,22020.75,2258.07,167.9084,9604.298676897799
2016-12-19,3118.0840000000003,3328.9829999999997,6320.732,6514.097,21832.68,2262.52,167.3149,9579.869189045337
2016-12-20,3102.875,3309.0640000000003,6300.638000000001,6496.566,21729.06,2270.76,167.1157,9557.637730874314
2016-12-21,3137.429,3338.5359999999996,6347.605,6544.352,21809.8,2265.18,167.6581,9603.370453206264
2016-12-22,3139.558,3335.672,6341.786999999999,6543.937,21636.2,2260.96,168.33900000000003,9595.81807231492
2016-12-23,3110.1540000000005,3307.599,6281.996,6497.709,21574.76,2263.79,168.7035,9556.590667493034
2016-12-26,3122.5690000000004,3322.401,6294.754,6521.263000000001,21574.76,2263.79,168.9667,9574.818511643974
2016-12-27,3114.664,3316.385,6288.859,6510.434,21574.76,2268.88,168.9903,9569.427181999463
2016-12-28,3102.235,3301.889,6270.2390000000005,6492.371,21754.74,2249.92,169.1251,9552.341173988927
2016-12-29,3096.0959999999995,3297.765,6252.607,6470.374,21790.91,2249.26,169.5709,9545.92510162069
2016-12-30,3103.637,3310.0809999999997,6263.625,6472.232,22000.56,2238.83,169.894,9562.593027306175
2016-12-31,3103.637,3310.0809999999997,6263.625,6472.232,22000.56,2238.83,169.9157,9562.572487338599
2017-01-03,3135.92,3342.2270000000003,6320.762,6510.904,22150.4,2257.83,169.7169,9620.448917361056
2017-01-04,3158.7940000000003,3368.312,6394.669,6600.1990000000005,22134.47,2270.75,169.5398,9672.66816675389
2017-01-05,3165.41,3367.789,6399.284000000001,6587.13,22456.69,2269.0,169.3088,9686.652372302813
2017-01-06,3154.321,3347.667,6371.616,6520.044,22503.01,2276.98,169.4058,9665.452236356417
2017-01-09,3171.236,3363.901,6415.4169999999995,6546.609,22558.69,2268.9,169.5865,9689.612214697841
2017-01-10,3161.671,3358.2709999999997,6393.928000000001,6531.102,22744.85,2268.9,169.7691,9687.757210568063
2017-01-11,3136.7529999999997,3334.495,6331.963000000001,6481.305,22935.35,2275.32,169.5685,9660.80010400754
2017-01-12,3119.288,3317.6240000000003,6272.851,6415.366,22829.02,2270.42,169.6499,9618.184534703914
2017-01-13,3112.764,3319.9120000000003,6194.656999999999,6324.508000000001,22937.38,2274.64,169.6973,9594.265142890705
2017-01-16,3103.428,3319.446,6031.241,6146.845,22718.15,2274.64,169.5945,9517.447827832973
2017-01-17,3108.7740000000003,3326.3559999999998,6082.065,6215.165,22840.97,2267.88,169.3032,9543.34350260242
2017-01-18,3113.012,3339.365,6068.593000000001,6206.26,23098.26,2271.89,169.2865,9559.52657139815
2017-01-19,3101.2990000000004,3329.289,6043.675,6186.37,23049.96,2263.69,169.2585,9535.466615794086
2017-01-20,3123.138,3354.889,6121.9980000000005,6265.486999999999,22885.91,2271.32,169.4077,9579.510833975539
2017-01-22,3123.138,3354.889,6121.9980000000005,6265.486999999999,22885.91,2271.32,169.4423,9579.450179966207
2017-01-23,3136.7740000000003,3364.0809999999997,6172.1669999999995,6296.346,22898.52,2265.2,169.4698,9600.079632749981
2017-01-24,3142.553,3364.4509999999996,6165.264,6275.081999999999,22949.86,2280.08,169.2134,9605.94322574254
2017-01-25,3149.554,3375.9040000000005,6179.568,6300.308000000001,23049.12,2298.37,168.7992,9631.575381636812
2017-01-26,3159.1659999999997,3387.961,6223.706,6341.376,23374.17,2296.68,168.7752,9669.468277247277
2017-01-27,3159.1659999999997,3387.961,6223.706,6341.376,23360.78,2294.69,168.7752,9667.6158883038
2017-01-30,3159.1659999999997,3387.961,6223.706,6341.376,23360.78,2280.89,168.7752,9660.098706886474
2017-01-31,3159.1659999999997,3387.961,6223.706,6341.376,23360.78,2278.87,168.7752,9658.897853030625
2017-02-01,3159.1659999999997,3387.961,6223.706,6341.376,23318.39,2279.55,168.7752,9657.255756612723
2017-02-02,3159.1659999999997,3387.961,6223.706,6341.376,23184.52,2280.85,168.7752,9651.612117920919
2017-02-03,3140.17,3364.492,6207.092,6335.561,23129.21,2297.42,168.2501,9634.083911238356
2017-02-04,3140.17,3364.492,6207.092,6335.561,23129.21,2297.42,168.201,9633.500995942031
2017-02-06,3156.9829999999997,3373.205,6259.246999999999,6381.61,23348.24,2292.56,167.7519,9665.340984026589
2017-02-07,3153.087,3365.685,6255.927,6362.213000000001,23331.57,2293.08,167.5222,9654.47421084225
2017-02-08,3166.9809999999998,3383.288,6291.597,6414.754,23485.13,2294.67,167.5865,9690.530860983949
2017-02-09,3183.179,3396.292,6331.177,6445.225,23525.14,2307.87,167.8706,9725.144953557765
2017-02-10,3196.699,3413.487,6337.108,6442.276999999999,23574.98,2316.1,167.8201,9743.480256335075
2017-02-13,3216.8390000000004,3436.275,6369.651999999999,6499.691,23710.98,2328.25,167.8754,9788.896393364048
2017-02-14,3217.928,3435.804,6374.885,6504.9890000000005,23703.01,2337.58,167.9064,9795.831047154368
2017-02-15,3212.985,3421.7129999999997,6311.695,6449.05,23994.87,2349.25,167.8913,9788.043533141685
2017-02-16,3229.618,3440.933,6359.335999999999,6499.045999999999,24107.7,2347.22,168.0497,9823.598586753425
2017-02-17,3202.075,3421.442,6307.161999999999,6465.448,24033.74,2351.16,168.265,9790.618226204006
2017-02-20,3239.961,3471.393,6385.062,6546.246999999999,24146.08,2351.16,168.5811,9858.882780901726
2017-02-21,3253.325,3482.823,6434.438,6596.763000000001,23963.63,2365.38,168.4585,9883.565033041876
2017-02-22,3261.218,3489.757,6474.225,6628.919,24201.96,2362.82,168.5835,9912.180427962045
2017-02-23,3251.375,3473.323,6473.993,6627.87,24114.86,2363.81,168.7199,9899.439338066271
2017-02-24,3253.4320000000002,3473.8520000000003,6476.165,6635.269,23965.7,2367.34,168.7048,9896.62773900191
2017-02-27,3228.66,3446.223,6424.254,6600.164000000001,23925.05,2369.75,168.7908,9861.69801519977
2017-02-28,3241.7329999999997,3452.81,6450.97,6625.603,23740.73,2363.64,168.75,9865.563172573584
2017-03-01,3246.933,3458.438,6467.638000000001,6640.579000000001,23776.49,2395.96,168.6093,9893.383197475534
2017-03-02,3230.028,3435.0959999999995,6434.626,6623.813,23728.07,2381.92,168.5511,9859.088613412869
2017-03-03,3218.3109999999997,3427.863,6452.839,6679.276999999999,23552.72,2383.12,168.554,9856.928219142159
2017-03-06,3233.865,3446.4840000000004,6517.323,6752.406,23596.28,2375.31,168.4592,9890.327150826095
2017-03-07,3242.406,3453.9570000000003,6523.186,6761.629,23681.07,2368.39,168.4446,9899.033801686164
2017-03-08,3240.664,3448.7309999999998,6497.0869999999995,6720.366999999999,23782.27,2362.98,168.2867,9885.367079177591
2017-03-09,3216.745,3426.9440000000004,6439.382,6676.271,23501.56,2364.87,168.1841,9837.251662799135
2017-03-10,3212.76,3427.8920000000003,6447.916,6718.107,23568.67,2372.6,168.1563,9851.678332006832
2017-03-13,3237.0240000000003,3458.098,6507.896,6808.170999999999,23829.67,2373.47,168.2712,9912.091256675827
2017-03-14,3239.327,3456.6929999999998,6493.484,6791.665,23827.95,2365.45,168.3629,9903.155576857778
2017-03-15,3241.759,3463.6440000000002,6486.061,6786.815,23792.85,2385.26,168.4204,9914.03508553838
2017-03-16,3268.935,3481.507,6543.34,6839.935,24288.28,2381.38,168.7105,9973.809782830655
2017-03-17,3237.447,3445.805,6483.246,6759.795999999999,24309.93,2378.25,168.6578,9922.771034124025
2017-03-20,3250.808,3449.613,6498.340999999999,6762.071,24501.99,2373.47,168.6089,9937.65410287292
2017-03-21,3261.61,3466.347,6515.945,6800.831999999999,24593.12,2344.02,168.4614,9944.032104013415
2017-03-22,3245.219,3450.05,6499.7919999999995,6786.076999999999,24320.41,2348.45,168.5154,9916.061689599981
2017-03-23,3248.5490000000004,3461.978,6512.187,6809.965999999999,24327.7,2345.96,168.4937,9926.564705221861
2017-03-24,3269.445,3489.6,6546.615,6861.223000000001,24358.27,2343.98,168.8096,9962.16731092237
2017-03-27,3266.955,3478.039,6516.031999999999,6829.633000000001,24193.7,2341.59,168.975,9938.218658539541
2017-03-28,3252.947,3469.809,6498.69,6811.276999999999,24345.87,2358.57,169.0326,9940.554839159842
2017-03-29,3241.3140000000003,3465.1929999999998,6480.543000000001,6793.749,24392.05,2361.13,169.0063,9931.338737130545
2017-03-30,3210.236,3436.758,6375.743,6676.765,24301.09,2368.06,169.0044,9869.285920474502
2017-03-31,3222.514,3456.045,6401.647,6745.679,24111.59,2362.72,169.0346,9885.936831368988
2017-04-01,3222.514,3456.045,6401.647,6745.679,24111.59,2362.72,169.09900000000002,9886.177433012304
2017-04-03,3222.514,3456.045,6401.647,6745.679,24261.48,2358.84,169.09900000000002,9890.829187863304
2017-04-04,3222.514,3456.045,6401.647,6745.679,24261.48,2360.16,169.09900000000002,9891.466139594337
