trade_date,rewards
2011-11-07,"tf.Tensor(1.0874685, shape=(), dtype=float32)"
2011-11-08,"tf.Tensor(1.0864555, shape=(), dtype=float32)"
2011-11-09,"tf.Tensor(1.0854456, shape=(), dtype=float32)"
2011-11-10,"tf.Tensor(1.084429, shape=(), dtype=float32)"
2011-11-11,"tf.Tensor(1.0834311, shape=(), dtype=float32)"
2011-11-14,"tf.Tensor(1.0824292, shape=(), dtype=float32)"
2011-11-15,"tf.Tensor(1.0814093, shape=(), dtype=float32)"
2011-11-16,"tf.Tensor(1.0803888, shape=(), dtype=float32)"
2011-11-17,"tf.Tensor(1.0793937, shape=(), dtype=float32)"
2011-11-18,"tf.Tensor(1.078404, shape=(), dtype=float32)"
2011-11-21,"tf.Tensor(1.0774344, shape=(), dtype=float32)"
2011-11-22,"tf.Tensor(1.0764699, shape=(), dtype=float32)"
2011-11-23,"tf.Tensor(1.075507, shape=(), dtype=float32)"
2011-11-24,"tf.Tensor(1.0745553, shape=(), dtype=float32)"
2011-11-25,"tf.Tensor(1.0736024, shape=(), dtype=float32)"
2011-11-28,"tf.Tensor(1.0726569, shape=(), dtype=float32)"
2011-11-29,"tf.Tensor(1.0717025, shape=(), dtype=float32)"
2011-11-30,"tf.Tensor(1.0707358, shape=(), dtype=float32)"
2011-12-01,"tf.Tensor(1.069789, shape=(), dtype=float32)"
2011-12-02,"tf.Tensor(1.0688169, shape=(), dtype=float32)"
2011-12-05,"tf.Tensor(1.0678548, shape=(), dtype=float32)"
2011-12-06,"tf.Tensor(1.0669053, shape=(), dtype=float32)"
2011-12-07,"tf.Tensor(1.0659585, shape=(), dtype=float32)"
2011-12-08,"tf.Tensor(1.0650061, shape=(), dtype=float32)"
2011-12-09,"tf.Tensor(1.0640587, shape=(), dtype=float32)"
2011-12-12,"tf.Tensor(1.063119, shape=(), dtype=float32)"
2011-12-13,"tf.Tensor(1.0621899, shape=(), dtype=float32)"
2011-12-14,"tf.Tensor(1.0612801, shape=(), dtype=float32)"
2011-12-15,"tf.Tensor(1.0603822, shape=(), dtype=float32)"
2011-12-16,"tf.Tensor(1.0595014, shape=(), dtype=float32)"
2011-12-19,"tf.Tensor(1.058602, shape=(), dtype=float32)"
2011-12-20,"tf.Tensor(1.0577071, shape=(), dtype=float32)"
2011-12-21,"tf.Tensor(1.0568092, shape=(), dtype=float32)"
2011-12-22,"tf.Tensor(1.0559206, shape=(), dtype=float32)"
2011-12-23,"tf.Tensor(1.0550345, shape=(), dtype=float32)"
2011-12-26,"tf.Tensor(1.0541399, shape=(), dtype=float32)"
2011-12-27,"tf.Tensor(1.0532504, shape=(), dtype=float32)"
2011-12-28,"tf.Tensor(1.0523728, shape=(), dtype=float32)"
2011-12-29,"tf.Tensor(1.0514989, shape=(), dtype=float32)"
2011-12-30,"tf.Tensor(1.0506227, shape=(), dtype=float32)"
2011-12-31,"tf.Tensor(1.0497359, shape=(), dtype=float32)"
2012-01-03,"tf.Tensor(1.048849, shape=(), dtype=float32)"
2012-01-04,"tf.Tensor(1.0479555, shape=(), dtype=float32)"
2012-01-05,"tf.Tensor(1.0470771, shape=(), dtype=float32)"
2012-01-06,"tf.Tensor(1.0462121, shape=(), dtype=float32)"
2012-01-09,"tf.Tensor(1.0453458, shape=(), dtype=float32)"
2012-01-10,"tf.Tensor(1.0444547, shape=(), dtype=float32)"
2012-01-11,"tf.Tensor(1.0435373, shape=(), dtype=float32)"
2012-01-12,"tf.Tensor(1.0426209, shape=(), dtype=float32)"
2012-01-13,"tf.Tensor(1.0417055, shape=(), dtype=float32)"
2012-01-16,"tf.Tensor(1.0408065, shape=(), dtype=float32)"
2012-01-17,"tf.Tensor(1.039927, shape=(), dtype=float32)"
2012-01-18,"tf.Tensor(1.0390092, shape=(), dtype=float32)"
2012-01-19,"tf.Tensor(1.0381026, shape=(), dtype=float32)"
2012-01-20,"tf.Tensor(1.037183, shape=(), dtype=float32)"
2012-01-21,"tf.Tensor(1.0362518, shape=(), dtype=float32)"
2012-01-23,"tf.Tensor(1.0353205, shape=(), dtype=float32)"
2012-01-24,"tf.Tensor(1.0343889, shape=(), dtype=float32)"
2012-01-25,"tf.Tensor(1.0334574, shape=(), dtype=float32)"
2012-01-26,"tf.Tensor(1.0325243, shape=(), dtype=float32)"
2012-01-27,"tf.Tensor(1.0315893, shape=(), dtype=float32)"
2012-01-29,"tf.Tensor(1.0306538, shape=(), dtype=float32)"
2012-01-30,"tf.Tensor(1.029718, shape=(), dtype=float32)"
2012-01-31,"tf.Tensor(1.0287935, shape=(), dtype=float32)"
2012-02-01,"tf.Tensor(1.0278656, shape=(), dtype=float32)"
2012-02-02,"tf.Tensor(1.0269434, shape=(), dtype=float32)"
2012-02-03,"tf.Tensor(1.026004, shape=(), dtype=float32)"
2012-02-06,"tf.Tensor(1.0250533, shape=(), dtype=float32)"
2012-02-07,"tf.Tensor(1.0241003, shape=(), dtype=float32)"
2012-02-08,"tf.Tensor(1.0231591, shape=(), dtype=float32)"
2012-02-09,"tf.Tensor(1.0221965, shape=(), dtype=float32)"
2012-02-10,"tf.Tensor(1.0212313, shape=(), dtype=float32)"
2012-02-13,"tf.Tensor(1.0202669, shape=(), dtype=float32)"
2012-02-14,"tf.Tensor(1.019297, shape=(), dtype=float32)"
2012-02-15,"tf.Tensor(1.0183278, shape=(), dtype=float32)"
2012-02-16,"tf.Tensor(1.0173477, shape=(), dtype=float32)"
2012-02-17,"tf.Tensor(1.0163693, shape=(), dtype=float32)"
2012-02-20,"tf.Tensor(1.0153903, shape=(), dtype=float32)"
2012-02-21,"tf.Tensor(1.0144097, shape=(), dtype=float32)"
2012-02-22,"tf.Tensor(1.0134214, shape=(), dtype=float32)"
2012-02-23,"tf.Tensor(1.0124213, shape=(), dtype=float32)"
2012-02-24,"tf.Tensor(1.0114187, shape=(), dtype=float32)"
2012-02-27,"tf.Tensor(1.0104059, shape=(), dtype=float32)"
2012-02-28,"tf.Tensor(1.0093925, shape=(), dtype=float32)"
2012-02-29,"tf.Tensor(1.008377, shape=(), dtype=float32)"
2012-03-01,"tf.Tensor(1.0073695, shape=(), dtype=float32)"
2012-03-02,"tf.Tensor(1.0063622, shape=(), dtype=float32)"
2012-03-05,"tf.Tensor(1.005341, shape=(), dtype=float32)"
2012-03-06,"tf.Tensor(1.0043259, shape=(), dtype=float32)"
2012-03-07,"tf.Tensor(1.0033255, shape=(), dtype=float32)"
2012-03-08,"tf.Tensor(1.0023289, shape=(), dtype=float32)"
2012-03-09,"tf.Tensor(1.001319, shape=(), dtype=float32)"
2012-03-12,"tf.Tensor(1.0002973, shape=(), dtype=float32)"
2012-03-13,"tf.Tensor(0.99927413, shape=(), dtype=float32)"
2012-03-14,"tf.Tensor(0.9982392, shape=(), dtype=float32)"
2012-03-15,"tf.Tensor(0.9972297, shape=(), dtype=float32)"
2012-03-16,"tf.Tensor(0.99622434, shape=(), dtype=float32)"
2012-03-19,"tf.Tensor(0.99520445, shape=(), dtype=float32)"
2012-03-20,"tf.Tensor(0.99418217, shape=(), dtype=float32)"
2012-03-21,"tf.Tensor(0.99317664, shape=(), dtype=float32)"
2012-03-22,"tf.Tensor(0.99217117, shape=(), dtype=float32)"
2012-03-23,"tf.Tensor(0.9911683, shape=(), dtype=float32)"
2012-03-26,"tf.Tensor(0.9901766, shape=(), dtype=float32)"
2012-03-27,"tf.Tensor(0.98918164, shape=(), dtype=float32)"
2012-03-28,"tf.Tensor(0.9881863, shape=(), dtype=float32)"
2012-03-29,"tf.Tensor(0.98721737, shape=(), dtype=float32)"
2012-03-30,"tf.Tensor(0.9862613, shape=(), dtype=float32)"
2012-03-31,"tf.Tensor(0.9853042, shape=(), dtype=float32)"
2012-04-01,"tf.Tensor(0.98434687, shape=(), dtype=float32)"
2012-04-02,"tf.Tensor(0.98338956, shape=(), dtype=float32)"
2012-04-03,"tf.Tensor(0.9824312, shape=(), dtype=float32)"
2012-04-04,"tf.Tensor(0.981471, shape=(), dtype=float32)"
2012-04-05,"tf.Tensor(0.98051244, shape=(), dtype=float32)"
2012-04-06,"tf.Tensor(0.9795373, shape=(), dtype=float32)"
2012-04-09,"tf.Tensor(0.9785596, shape=(), dtype=float32)"
2012-04-10,"tf.Tensor(0.97759134, shape=(), dtype=float32)"
2012-04-11,"tf.Tensor(0.9766212, shape=(), dtype=float32)"
2012-04-12,"tf.Tensor(0.97565055, shape=(), dtype=float32)"
2012-04-13,"tf.Tensor(0.9746622, shape=(), dtype=float32)"
2012-04-16,"tf.Tensor(0.97366923, shape=(), dtype=float32)"
2012-04-17,"tf.Tensor(0.9726774, shape=(), dtype=float32)"
2012-04-18,"tf.Tensor(0.97169125, shape=(), dtype=float32)"
2012-04-19,"tf.Tensor(0.9706887, shape=(), dtype=float32)"
2012-04-20,"tf.Tensor(0.96968657, shape=(), dtype=float32)"
2012-04-23,"tf.Tensor(0.96867704, shape=(), dtype=float32)"
2012-04-24,"tf.Tensor(0.9676799, shape=(), dtype=float32)"
2012-04-25,"tf.Tensor(0.9666835, shape=(), dtype=float32)"
2012-04-26,"tf.Tensor(0.965679, shape=(), dtype=float32)"
2012-04-27,"tf.Tensor(0.9646727, shape=(), dtype=float32)"
2012-04-28,"tf.Tensor(0.9636705, shape=(), dtype=float32)"
2012-04-30,"tf.Tensor(0.9626682, shape=(), dtype=float32)"
2012-05-01,"tf.Tensor(0.96166354, shape=(), dtype=float32)"
2012-05-02,"tf.Tensor(0.96065784, shape=(), dtype=float32)"
2012-05-03,"tf.Tensor(0.95963806, shape=(), dtype=float32)"
2012-05-04,"tf.Tensor(0.9586178, shape=(), dtype=float32)"
2012-05-07,"tf.Tensor(0.9575958, shape=(), dtype=float32)"
2012-05-08,"tf.Tensor(0.9565745, shape=(), dtype=float32)"
2012-05-09,"tf.Tensor(0.9555553, shape=(), dtype=float32)"
2012-05-10,"tf.Tensor(0.9545509, shape=(), dtype=float32)"
2012-05-11,"tf.Tensor(0.9535455, shape=(), dtype=float32)"
2012-05-14,"tf.Tensor(0.9525472, shape=(), dtype=float32)"
2012-05-15,"tf.Tensor(0.95155585, shape=(), dtype=float32)"
2012-05-16,"tf.Tensor(0.9505636, shape=(), dtype=float32)"
2012-05-17,"tf.Tensor(0.9495873, shape=(), dtype=float32)"
2012-05-18,"tf.Tensor(0.9486043, shape=(), dtype=float32)"
2012-05-21,"tf.Tensor(0.947635, shape=(), dtype=float32)"
2012-05-22,"tf.Tensor(0.94666135, shape=(), dtype=float32)"
2012-05-23,"tf.Tensor(0.94567686, shape=(), dtype=float32)"
2012-05-24,"tf.Tensor(0.9446965, shape=(), dtype=float32)"
2012-05-25,"tf.Tensor(0.9437223, shape=(), dtype=float32)"
2012-05-28,"tf.Tensor(0.9427546, shape=(), dtype=float32)"
2012-05-29,"tf.Tensor(0.94177634, shape=(), dtype=float32)"
2012-05-30,"tf.Tensor(0.9407841, shape=(), dtype=float32)"
2012-05-31,"tf.Tensor(0.9397977, shape=(), dtype=float32)"
2012-06-01,"tf.Tensor(0.9388124, shape=(), dtype=float32)"
2012-06-04,"tf.Tensor(0.9378325, shape=(), dtype=float32)"
2012-06-05,"tf.Tensor(0.93687546, shape=(), dtype=float32)"
2012-06-06,"tf.Tensor(0.9359168, shape=(), dtype=float32)"
2012-06-07,"tf.Tensor(0.934953, shape=(), dtype=float32)"
2012-06-08,"tf.Tensor(0.9339922, shape=(), dtype=float32)"
2012-06-11,"tf.Tensor(0.933035, shape=(), dtype=float32)"
2012-06-12,"tf.Tensor(0.9320658, shape=(), dtype=float32)"
2012-06-13,"tf.Tensor(0.93109894, shape=(), dtype=float32)"
2012-06-14,"tf.Tensor(0.93012077, shape=(), dtype=float32)"
2012-06-15,"tf.Tensor(0.92914814, shape=(), dtype=float32)"
2012-06-18,"tf.Tensor(0.92816865, shape=(), dtype=float32)"
2012-06-19,"tf.Tensor(0.9271827, shape=(), dtype=float32)"
2012-06-20,"tf.Tensor(0.9262001, shape=(), dtype=float32)"
2012-06-21,"tf.Tensor(0.9252191, shape=(), dtype=float32)"
2012-06-22,"tf.Tensor(0.9242541, shape=(), dtype=float32)"
2012-06-25,"tf.Tensor(0.92329025, shape=(), dtype=float32)"
2012-06-26,"tf.Tensor(0.9223439, shape=(), dtype=float32)"
2012-06-27,"tf.Tensor(0.92139685, shape=(), dtype=float32)"
2012-06-28,"tf.Tensor(0.92044747, shape=(), dtype=float32)"
2012-06-29,"tf.Tensor(0.9195067, shape=(), dtype=float32)"
2012-07-02,"tf.Tensor(0.9185491, shape=(), dtype=float32)"
2012-07-03,"tf.Tensor(0.91758615, shape=(), dtype=float32)"
2012-07-04,"tf.Tensor(0.9166179, shape=(), dtype=float32)"
2012-07-05,"tf.Tensor(0.91565216, shape=(), dtype=float32)"
2012-07-06,"tf.Tensor(0.9146972, shape=(), dtype=float32)"
2012-07-09,"tf.Tensor(0.9137314, shape=(), dtype=float32)"
2012-07-10,"tf.Tensor(0.9127835, shape=(), dtype=float32)"
2012-07-11,"tf.Tensor(0.9118411, shape=(), dtype=float32)"
2012-07-12,"tf.Tensor(0.91089314, shape=(), dtype=float32)"
2012-07-13,"tf.Tensor(0.9099424, shape=(), dtype=float32)"
2012-07-16,"tf.Tensor(0.9089896, shape=(), dtype=float32)"
2012-07-17,"tf.Tensor(0.9080556, shape=(), dtype=float32)"
2012-07-18,"tf.Tensor(0.90711397, shape=(), dtype=float32)"
2012-07-19,"tf.Tensor(0.9061718, shape=(), dtype=float32)"
2012-07-20,"tf.Tensor(0.90522134, shape=(), dtype=float32)"
2012-07-23,"tf.Tensor(0.904278, shape=(), dtype=float32)"
2012-07-24,"tf.Tensor(0.9033487, shape=(), dtype=float32)"
2012-07-25,"tf.Tensor(0.9024177, shape=(), dtype=float32)"
2012-07-26,"tf.Tensor(0.901491, shape=(), dtype=float32)"
2012-07-27,"tf.Tensor(0.90056574, shape=(), dtype=float32)"
2012-07-30,"tf.Tensor(0.8996357, shape=(), dtype=float32)"
2012-07-31,"tf.Tensor(0.8987111, shape=(), dtype=float32)"
2012-08-01,"tf.Tensor(0.8977907, shape=(), dtype=float32)"
2012-08-02,"tf.Tensor(0.89686203, shape=(), dtype=float32)"
2012-08-03,"tf.Tensor(0.8959403, shape=(), dtype=float32)"
2012-08-06,"tf.Tensor(0.8950063, shape=(), dtype=float32)"
2012-08-07,"tf.Tensor(0.89405733, shape=(), dtype=float32)"
2012-08-08,"tf.Tensor(0.89310324, shape=(), dtype=float32)"
2012-08-09,"tf.Tensor(0.89215016, shape=(), dtype=float32)"
2012-08-10,"tf.Tensor(0.891187, shape=(), dtype=float32)"
2012-08-13,"tf.Tensor(0.89022654, shape=(), dtype=float32)"
2012-08-14,"tf.Tensor(0.88927966, shape=(), dtype=float32)"
2012-08-15,"tf.Tensor(0.8883292, shape=(), dtype=float32)"
2012-08-16,"tf.Tensor(0.887386, shape=(), dtype=float32)"
2012-08-17,"tf.Tensor(0.886447, shape=(), dtype=float32)"
2012-08-20,"tf.Tensor(0.8855077, shape=(), dtype=float32)"
2012-08-21,"tf.Tensor(0.8845695, shape=(), dtype=float32)"
2012-08-22,"tf.Tensor(0.8836257, shape=(), dtype=float32)"
2012-08-23,"tf.Tensor(0.8826889, shape=(), dtype=float32)"
2012-08-24,"tf.Tensor(0.881749, shape=(), dtype=float32)"
2012-08-27,"tf.Tensor(0.8808191, shape=(), dtype=float32)"
2012-08-28,"tf.Tensor(0.8799035, shape=(), dtype=float32)"
2012-08-29,"tf.Tensor(0.8789843, shape=(), dtype=float32)"
2012-08-30,"tf.Tensor(0.87806994, shape=(), dtype=float32)"
2012-08-31,"tf.Tensor(0.8771647, shape=(), dtype=float32)"
2012-09-03,"tf.Tensor(0.876259, shape=(), dtype=float32)"
2012-09-04,"tf.Tensor(0.8753431, shape=(), dtype=float32)"
2012-09-05,"tf.Tensor(0.87443453, shape=(), dtype=float32)"
2012-09-06,"tf.Tensor(0.87352747, shape=(), dtype=float32)"
2012-09-07,"tf.Tensor(0.87261033, shape=(), dtype=float32)"
2012-09-10,"tf.Tensor(0.87166214, shape=(), dtype=float32)"
2012-09-11,"tf.Tensor(0.87071115, shape=(), dtype=float32)"
2012-09-12,"tf.Tensor(0.8697627, shape=(), dtype=float32)"
2012-09-13,"tf.Tensor(0.86880934, shape=(), dtype=float32)"
2012-09-14,"tf.Tensor(0.8678612, shape=(), dtype=float32)"
2012-09-17,"tf.Tensor(0.866905, shape=(), dtype=float32)"
2012-09-18,"tf.Tensor(0.865966, shape=(), dtype=float32)"
2012-09-19,"tf.Tensor(0.8650326, shape=(), dtype=float32)"
2012-09-20,"tf.Tensor(0.8640925, shape=(), dtype=float32)"
2012-09-21,"tf.Tensor(0.86317104, shape=(), dtype=float32)"
2012-09-24,"tf.Tensor(0.8622508, shape=(), dtype=float32)"
2012-09-25,"tf.Tensor(0.86132675, shape=(), dtype=float32)"
2012-09-26,"tf.Tensor(0.8604067, shape=(), dtype=float32)"
2012-09-27,"tf.Tensor(0.85949993, shape=(), dtype=float32)"
2012-09-28,"tf.Tensor(0.8585724, shape=(), dtype=float32)"
2012-09-29,"tf.Tensor(0.8576321, shape=(), dtype=float32)"
2012-10-01,"tf.Tensor(0.8566917, shape=(), dtype=float32)"
2012-10-02,"tf.Tensor(0.85575074, shape=(), dtype=float32)"
2012-10-03,"tf.Tensor(0.85480946, shape=(), dtype=float32)"
2012-10-04,"tf.Tensor(0.8538671, shape=(), dtype=float32)"
2012-10-05,"tf.Tensor(0.8529234, shape=(), dtype=float32)"
2012-10-08,"tf.Tensor(0.8519787, shape=(), dtype=float32)"
2012-10-09,"tf.Tensor(0.85104096, shape=(), dtype=float32)"
2012-10-10,"tf.Tensor(0.8500879, shape=(), dtype=float32)"
2012-10-11,"tf.Tensor(0.84913176, shape=(), dtype=float32)"
2012-10-12,"tf.Tensor(0.84818244, shape=(), dtype=float32)"
2012-10-15,"tf.Tensor(0.8472333, shape=(), dtype=float32)"
2012-10-16,"tf.Tensor(0.8462862, shape=(), dtype=float32)"
2012-10-17,"tf.Tensor(0.8453355, shape=(), dtype=float32)"
2012-10-18,"tf.Tensor(0.844381, shape=(), dtype=float32)"
2012-10-19,"tf.Tensor(0.84341556, shape=(), dtype=float32)"
2012-10-22,"tf.Tensor(0.84245396, shape=(), dtype=float32)"
2012-10-23,"tf.Tensor(0.8414888, shape=(), dtype=float32)"
2012-10-24,"tf.Tensor(0.8405339, shape=(), dtype=float32)"
2012-10-25,"tf.Tensor(0.83958066, shape=(), dtype=float32)"
2012-10-26,"tf.Tensor(0.8386318, shape=(), dtype=float32)"
2012-10-29,"tf.Tensor(0.8376977, shape=(), dtype=float32)"
2012-10-30,"tf.Tensor(0.836765, shape=(), dtype=float32)"
2012-10-31,"tf.Tensor(0.83583254, shape=(), dtype=float32)"
2012-11-01,"tf.Tensor(0.8348956, shape=(), dtype=float32)"
2012-11-02,"tf.Tensor(0.8339436, shape=(), dtype=float32)"
2012-11-05,"tf.Tensor(0.8329883, shape=(), dtype=float32)"
2012-11-06,"tf.Tensor(0.8320361, shape=(), dtype=float32)"
2012-11-07,"tf.Tensor(0.83108634, shape=(), dtype=float32)"
2012-11-08,"tf.Tensor(0.83013964, shape=(), dtype=float32)"
2012-11-09,"tf.Tensor(0.8292127, shape=(), dtype=float32)"
2012-11-12,"tf.Tensor(0.82828873, shape=(), dtype=float32)"
2012-11-13,"tf.Tensor(0.8273617, shape=(), dtype=float32)"
2012-11-14,"tf.Tensor(0.82644904, shape=(), dtype=float32)"
2012-11-15,"tf.Tensor(0.82553416, shape=(), dtype=float32)"
2012-11-16,"tf.Tensor(0.8246311, shape=(), dtype=float32)"
2012-11-19,"tf.Tensor(0.82373106, shape=(), dtype=float32)"
2012-11-20,"tf.Tensor(0.8228268, shape=(), dtype=float32)"
2012-11-21,"tf.Tensor(0.821925, shape=(), dtype=float32)"
2012-11-22,"tf.Tensor(0.8210135, shape=(), dtype=float32)"
2012-11-23,"tf.Tensor(0.8201071, shape=(), dtype=float32)"
2012-11-26,"tf.Tensor(0.8191943, shape=(), dtype=float32)"
2012-11-27,"tf.Tensor(0.8182887, shape=(), dtype=float32)"
2012-11-28,"tf.Tensor(0.8173974, shape=(), dtype=float32)"
2012-11-29,"tf.Tensor(0.81651515, shape=(), dtype=float32)"
2012-11-30,"tf.Tensor(0.815635, shape=(), dtype=float32)"
2012-12-03,"tf.Tensor(0.81474644, shape=(), dtype=float32)"
2012-12-04,"tf.Tensor(0.81387186, shape=(), dtype=float32)"
2012-12-05,"tf.Tensor(0.8129902, shape=(), dtype=float32)"
2012-12-06,"tf.Tensor(0.81208235, shape=(), dtype=float32)"
2012-12-07,"tf.Tensor(0.8111757, shape=(), dtype=float32)"
2012-12-10,"tf.Tensor(0.81025654, shape=(), dtype=float32)"
2012-12-11,"tf.Tensor(0.80932784, shape=(), dtype=float32)"
2012-12-12,"tf.Tensor(0.80840164, shape=(), dtype=float32)"
2012-12-13,"tf.Tensor(0.80747277, shape=(), dtype=float32)"
2012-12-14,"tf.Tensor(0.8065526, shape=(), dtype=float32)"
2012-12-17,"tf.Tensor(0.8056027, shape=(), dtype=float32)"
2012-12-18,"tf.Tensor(0.80464935, shape=(), dtype=float32)"
2012-12-19,"tf.Tensor(0.8036946, shape=(), dtype=float32)"
2012-12-20,"tf.Tensor(0.8027377, shape=(), dtype=float32)"
2012-12-21,"tf.Tensor(0.8017774, shape=(), dtype=float32)"
2012-12-24,"tf.Tensor(0.80082166, shape=(), dtype=float32)"
2012-12-25,"tf.Tensor(0.79986274, shape=(), dtype=float32)"
2012-12-26,"tf.Tensor(0.7988869, shape=(), dtype=float32)"
2012-12-27,"tf.Tensor(0.79790604, shape=(), dtype=float32)"
2012-12-28,"tf.Tensor(0.796929, shape=(), dtype=float32)"
2012-12-31,"tf.Tensor(0.79594463, shape=(), dtype=float32)"
2013-01-02,"tf.Tensor(0.79494756, shape=(), dtype=float32)"
2013-01-03,"tf.Tensor(0.7939415, shape=(), dtype=float32)"
2013-01-04,"tf.Tensor(0.792935, shape=(), dtype=float32)"
2013-01-05,"tf.Tensor(0.791931, shape=(), dtype=float32)"
2013-01-06,"tf.Tensor(0.7909267, shape=(), dtype=float32)"
2013-01-07,"tf.Tensor(0.78992224, shape=(), dtype=float32)"
2013-01-08,"tf.Tensor(0.78891367, shape=(), dtype=float32)"
2013-01-09,"tf.Tensor(0.787904, shape=(), dtype=float32)"
2013-01-10,"tf.Tensor(0.7868908, shape=(), dtype=float32)"
2013-01-11,"tf.Tensor(0.7858722, shape=(), dtype=float32)"
2013-01-14,"tf.Tensor(0.7848678, shape=(), dtype=float32)"
2013-01-15,"tf.Tensor(0.78383636, shape=(), dtype=float32)"
2013-01-16,"tf.Tensor(0.78279555, shape=(), dtype=float32)"
2013-01-17,"tf.Tensor(0.78175724, shape=(), dtype=float32)"
2013-01-18,"tf.Tensor(0.780726, shape=(), dtype=float32)"
2013-01-21,"tf.Tensor(0.7796809, shape=(), dtype=float32)"
2013-01-22,"tf.Tensor(0.7786329, shape=(), dtype=float32)"
2013-01-23,"tf.Tensor(0.7775908, shape=(), dtype=float32)"
2013-01-24,"tf.Tensor(0.7765468, shape=(), dtype=float32)"
2013-01-25,"tf.Tensor(0.7755133, shape=(), dtype=float32)"
2013-01-28,"tf.Tensor(0.7744812, shape=(), dtype=float32)"
2013-01-29,"tf.Tensor(0.7734303, shape=(), dtype=float32)"
2013-01-30,"tf.Tensor(0.7723732, shape=(), dtype=float32)"
2013-01-31,"tf.Tensor(0.77131206, shape=(), dtype=float32)"
2013-02-01,"tf.Tensor(0.77025443, shape=(), dtype=float32)"
2013-02-04,"tf.Tensor(0.76918584, shape=(), dtype=float32)"
2013-02-05,"tf.Tensor(0.7681217, shape=(), dtype=float32)"
2013-02-06,"tf.Tensor(0.7670532, shape=(), dtype=float32)"
2013-02-07,"tf.Tensor(0.7659806, shape=(), dtype=float32)"
2013-02-08,"tf.Tensor(0.7649076, shape=(), dtype=float32)"
2013-02-11,"tf.Tensor(0.7638264, shape=(), dtype=float32)"
2013-02-12,"tf.Tensor(0.76274514, shape=(), dtype=float32)"
2013-02-13,"tf.Tensor(0.76166344, shape=(), dtype=float32)"
2013-02-14,"tf.Tensor(0.7605815, shape=(), dtype=float32)"
2013-02-15,"tf.Tensor(0.7594977, shape=(), dtype=float32)"
2013-02-16,"tf.Tensor(0.7584137, shape=(), dtype=float32)"
2013-02-17,"tf.Tensor(0.75732934, shape=(), dtype=float32)"
2013-02-18,"tf.Tensor(0.7562448, shape=(), dtype=float32)"
2013-02-19,"tf.Tensor(0.7551634, shape=(), dtype=float32)"
2013-02-20,"tf.Tensor(0.7540955, shape=(), dtype=float32)"
2013-02-21,"tf.Tensor(0.7530182, shape=(), dtype=float32)"
2013-02-22,"tf.Tensor(0.75196403, shape=(), dtype=float32)"
2013-02-25,"tf.Tensor(0.750912, shape=(), dtype=float32)"
2013-02-26,"tf.Tensor(0.7498572, shape=(), dtype=float32)"
2013-02-27,"tf.Tensor(0.74881434, shape=(), dtype=float32)"
2013-02-28,"tf.Tensor(0.74776524, shape=(), dtype=float32)"
2013-03-01,"tf.Tensor(0.7466962, shape=(), dtype=float32)"
2013-03-04,"tf.Tensor(0.7456248, shape=(), dtype=float32)"
2013-03-05,"tf.Tensor(0.74458176, shape=(), dtype=float32)"
2013-03-06,"tf.Tensor(0.7435181, shape=(), dtype=float32)"
2013-03-07,"tf.Tensor(0.74244314, shape=(), dtype=float32)"
2013-03-08,"tf.Tensor(0.74137723, shape=(), dtype=float32)"
2013-03-11,"tf.Tensor(0.7403134, shape=(), dtype=float32)"
2013-03-12,"tf.Tensor(0.73924965, shape=(), dtype=float32)"
2013-03-13,"tf.Tensor(0.7382014, shape=(), dtype=float32)"
2013-03-14,"tf.Tensor(0.737162, shape=(), dtype=float32)"
2013-03-15,"tf.Tensor(0.73611754, shape=(), dtype=float32)"
2013-03-18,"tf.Tensor(0.7350721, shape=(), dtype=float32)"
2013-03-19,"tf.Tensor(0.7340415, shape=(), dtype=float32)"
2013-03-20,"tf.Tensor(0.7330077, shape=(), dtype=float32)"
2013-03-21,"tf.Tensor(0.7319505, shape=(), dtype=float32)"
2013-03-22,"tf.Tensor(0.7308902, shape=(), dtype=float32)"
2013-03-25,"tf.Tensor(0.72982717, shape=(), dtype=float32)"
2013-03-26,"tf.Tensor(0.7287641, shape=(), dtype=float32)"
2013-03-27,"tf.Tensor(0.72770613, shape=(), dtype=float32)"
2013-03-28,"tf.Tensor(0.7266458, shape=(), dtype=float32)"
2013-03-29,"tf.Tensor(0.72560585, shape=(), dtype=float32)"
2013-04-01,"tf.Tensor(0.7245659, shape=(), dtype=float32)"
2013-04-02,"tf.Tensor(0.7235258, shape=(), dtype=float32)"
2013-04-03,"tf.Tensor(0.7224915, shape=(), dtype=float32)"
2013-04-04,"tf.Tensor(0.7214616, shape=(), dtype=float32)"
2013-04-05,"tf.Tensor(0.72043085, shape=(), dtype=float32)"
2013-04-07,"tf.Tensor(0.71940553, shape=(), dtype=float32)"
2013-04-08,"tf.Tensor(0.71837986, shape=(), dtype=float32)"
2013-04-09,"tf.Tensor(0.717352, shape=(), dtype=float32)"
2013-04-10,"tf.Tensor(0.7163168, shape=(), dtype=float32)"
2013-04-11,"tf.Tensor(0.71527946, shape=(), dtype=float32)"
2013-04-12,"tf.Tensor(0.71424395, shape=(), dtype=float32)"
2013-04-15,"tf.Tensor(0.71321315, shape=(), dtype=float32)"
2013-04-16,"tf.Tensor(0.712197, shape=(), dtype=float32)"
2013-04-17,"tf.Tensor(0.71117234, shape=(), dtype=float32)"
2013-04-18,"tf.Tensor(0.7101468, shape=(), dtype=float32)"
